Path,Workspace,Type,Last Updated,Current Value,Min,Max,Mean,Count,Retention,Retention Max Count,Retention Days,Keywords
Temperatura,Default,Double,05/12/2024 04:21:40 AM,31,30.75,32.5,31.66117796030117,1461,None,,,
